"COUNTRY","Country","SEX","Sex","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1975","1975","IDX","Index","0","Units",,,11.2508553764836,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1976","1976","IDX","Index","0","Units",,,11.5901026182027,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1977","1977","IDX","Index","0","Units",,,11.7069002349925,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1978","1978","IDX","Index","0","Units",,,12.7723215337149,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1979","1979","IDX","Index","0","Units",,,13.5898865960216,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1980","1980","IDX","Index","0","Units",,,13.5403240655496,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1981","1981","IDX","Index","0","Units",,,13.9344079050323,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1982","1982","IDX","Index","0","Units",,,14.3622189583098,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1983","1983","IDX","Index","0","Units",,,14.5797242048368,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1984","1984","IDX","Index","0","Units",,,14.445819736694,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1985","1985","IDX","Index","0","Units",,,13.4674207248641,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1986","1986","IDX","Index","0","Units",,,13.9756087087216,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1987","1987","IDX","Index","0","Units",,,13.9363885088919,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1988","1988","IDX","Index","0","Units",,,14.5263885219583,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1989","1989","IDX","Index","0","Units",,,14.5436760103277,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1990","1990","IDX","Index","0","Units",,,14.740810635167,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1991","1991","IDX","Index","0","Units",,,13.9151470797504,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1992","1992","IDX","Index","0","Units",,,13.8645166837184,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1993","1993","IDX","Index","0","Units",,,13.1674364785664,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1994","1994","IDX","Index","0","Units",,,13.5079423222537,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1995","1995","IDX","Index","0","Units",,,13.8290371671028,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1997","1997","IDX","Index","0","Units",,,12.1775502145619,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1998","1998","IDX","Index","0","Units",,,12.7617214281984,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","1999","1999","IDX","Index","0","Units",,,14.3537848280428,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2000","2000","IDX","Index","0","Units",,,16.3548195076221,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2001","2001","IDX","Index","0","Units",,,15.5377691303996,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2002","2002","IDX","Index","0","Units",,,15.1283188803772,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2003","2003","IDX","Index","0","Units",,,14.920193356645,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2004","2004","IDX","Index","0","Units",,,15.4543009896955,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2005","2005","IDX","Index","0","Units",,,15.8155971338919,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2006","2006","IDX","Index","0","Units",,,15.1551832124049,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2007","2007","IDX","Index","0","Units",,,15.9726494362297,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2008","2008","IDX","Index","0","Units",,,17.5107095317818,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2009","2009","IDX","Index","0","Units",,,14.5199094102225,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","Units",,,15.9802656198485,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","Units",,,16.8549551513812,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","Units",,,17.5887595810257,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","Units",,,15.8805478699985,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2014","2014","IDX","Index","0","Units",,,14.7529983912524,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2015","2015","IDX","Index","0","Units",,,15.4360905221714,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2016","2016","IDX","Index","0","Units",,,15.632662037025,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2017","2017","IDX","Index","0","Units",,,15.0616443644929,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2018","2018","IDX","Index","0","Units",,,15.4324258284697,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2019","2019","IDX","Index","0","Units",,,15.4576924077978,,
"AUS","Australia","MW","All persons","LPI","Low Pay Incidence","2020","2020","IDX","Index","0","Units",,,17.8052480306579,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1975","1975","P50P10","Interdecile ratio P50/P10","0","Units",,,1.54861944777911,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1976","1976","P50P10","Interdecile ratio P50/P10","0","Units",,,1.59913793103448,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1977","1977","P50P10","Interdecile ratio P50/P10","0","Units",,,1.56949806949807,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1978","1978","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63321167883212,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1979","1979","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64463519313305,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1980","1980","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66905330151154,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1981","1981","P50P10","Interdecile ratio P50/P10","0","Units",,,1.67638691322902,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1982","1982","P50P10","Interdecile ratio P50/P10","0","Units",,,1.69375736160188,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1983","1983","P50P10","Interdecile ratio P50/P10","0","Units",,,1.69711255156158,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1984","1984","P50P10","Interdecile ratio P50/P10","0","Units",,,1.7116125481563,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1985","1985","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63877952755906,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1986","1986","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68960607498813,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1987","1987","P50P10","Interdecile ratio P50/P10","0","Units",,,1.65719282903367,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1988","1988","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68126825198164,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1989","1989","P50P10","Interdecile ratio P50/P10","0","Units",,,1.69583819525476,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1990","1990","P50P10","Interdecile ratio P50/P10","0","Units",,,1.69404892296459,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1991","1991","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66609294320138,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1992","1992","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64532019704433,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1993","1993","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61578785075547,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1994","1994","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63894768672513,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1995","1995","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64643174415161,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1997","1997","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61073825503356,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1998","1998","P50P10","Interdecile ratio P50/P10","0","Units",,,1.61842105263158,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","1999","1999","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2000","2000","P50P10","Interdecile ratio P50/P10","0","Units",,,1.67228915662651,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2001","2001","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64965197215777,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2002","2002","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66666666666667,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2003","2003","P50P10","Interdecile ratio P50/P10","0","Units",,,1.63617021276596,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66320166320166,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.686,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.71428571428571,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.70909090909091,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,1.73611111111111,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66666666666667,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","Units",,,1.71288743882545,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,1.70015455950541,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,1.74242424242424,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","Units",,,1.64714285714286,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2014","2014","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68302945301543,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68449931412894,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66133333333333,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.68666666666667,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2018","2018","P50P10","Interdecile ratio P50/P10","0","Units",,,1.6625,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2019","2019","P50P10","Interdecile ratio P50/P10","0","Units",,,1.66799001814882,,
"AUS","Australia","MW","All persons","P5010","Decile 5/Decile 1","2020","2020","P50P10","Interdecile ratio P50/P10","0","Units",,,1.77823097541079,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1975","1975","P90P10","Interdecile ratio P90/P10","0","Units",,,2.56542617046819,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1976","1976","P90P10","Interdecile ratio P90/P10","0","Units",,,2.64439655172414,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1977","1977","P90P10","Interdecile ratio P90/P10","0","Units",,,2.55791505791506,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1978","1978","P90P10","Interdecile ratio P90/P10","0","Units",,,2.68978102189781,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1979","1979","P90P10","Interdecile ratio P90/P10","0","Units",,,2.74592274678112,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1980","1980","P90P10","Interdecile ratio P90/P10","0","Units",,,5.44391408114558,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1981","1981","P90P10","Interdecile ratio P90/P10","0","Units",,,5.524893314367,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1982","1982","P90P10","Interdecile ratio P90/P10","0","Units",,,2.56065959952886,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1983","1983","P90P10","Interdecile ratio P90/P10","0","Units",,,4.40070713022982,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1984","1984","P90P10","Interdecile ratio P90/P10","0","Units",,,3.9031370390754,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1985","1985","P90P10","Interdecile ratio P90/P10","0","Units",,,2.71998031496063,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1986","1986","P90P10","Interdecile ratio P90/P10","0","Units",,,2.87375415282392,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1987","1987","P90P10","Interdecile ratio P90/P10","0","Units",,,2.80148666375164,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1988","1988","P90P10","Interdecile ratio P90/P10","0","Units",,,2.89987484355444,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1989","1989","P90P10","Interdecile ratio P90/P10","0","Units",,,2.88409179307662,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1990","1990","P90P10","Interdecile ratio P90/P10","0","Units",,,2.81343556042351,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1991","1991","P90P10","Interdecile ratio P90/P10","0","Units",,,2.84784853700516,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1992","1992","P90P10","Interdecile ratio P90/P10","0","Units",,,2.83481116584565,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1993","1993","P90P10","Interdecile ratio P90/P10","0","Units",,,2.76904101140919,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1994","1994","P90P10","Interdecile ratio P90/P10","0","Units",,,2.86513456304808,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1995","1995","P90P10","Interdecile ratio P90/P10","0","Units",,,2.90790642582174,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1997","1997","P90P10","Interdecile ratio P90/P10","0","Units",,,2.91006711409396,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1998","1998","P90P10","Interdecile ratio P90/P10","0","Units",,,2.93210526315789,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","1999","1999","P90P10","Interdecile ratio P90/P10","0","Units",,,3,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2000","2000","P90P10","Interdecile ratio P90/P10","0","Units",,,3.0144578313253,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2001","2001","P90P10","Interdecile ratio P90/P10","0","Units",,,3.11600928074246,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2002","2002","P90P10","Interdecile ratio P90/P10","0","Units",,,3.06666666666667,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2003","2003","P90P10","Interdecile ratio P90/P10","0","Units",,,3.06808510638298,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2004","2004","P90P10","Interdecile ratio P90/P10","0","Units",,,3.11850311850312,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2005","2005","P90P10","Interdecile ratio P90/P10","0","Units",,,3.12,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2006","2006","P90P10","Interdecile ratio P90/P10","0","Units",,,3.25904761904762,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2007","2007","P90P10","Interdecile ratio P90/P10","0","Units",,,3.31090909090909,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2008","2008","P90P10","Interdecile ratio P90/P10","0","Units",,,3.33854166666667,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2009","2009","P90P10","Interdecile ratio P90/P10","0","Units",,,3.33333333333333,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","Units",,,3.3115823817292,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,3.37867078825348,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","Units",,,3.48484848484848,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","Units",,,3.32571428571429,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2014","2014","P90P10","Interdecile ratio P90/P10","0","Units",,,3.47405329593268,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.29218106995885,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3.068,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.196,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2018","2018","P90P10","Interdecile ratio P90/P10","0","Units",,,3.125,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2019","2019","P90P10","Interdecile ratio P90/P10","0","Units",,,3.28,,
"AUS","Australia","MW","All persons","P9010","Decile 9/Decile 1","2020","2020","P90P10","Interdecile ratio P90/P10","0","Units",,,3.46,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1975","1975","P90P50","Interdecile ratio P90/P50","0","Units",,,1.65658914728682,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1976","1976","P90P50","Interdecile ratio P90/P50","0","Units",,,1.65363881401617,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1977","1977","P90P50","Interdecile ratio P90/P50","0","Units",,,1.62976629766297,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1978","1978","P90P50","Interdecile ratio P90/P50","0","Units",,,1.64692737430167,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1979","1979","P90P50","Interdecile ratio P90/P50","0","Units",,,1.66962421711899,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1980","1980","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1981","1981","P90P50","Interdecile ratio P90/P50","0","Units",,,1.71,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1982","1982","P90P50","Interdecile ratio P90/P50","0","Units",,,1.75,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1983","1983","P90P50","Interdecile ratio P90/P50","0","Units",,,1.71,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1984","1984","P90P50","Interdecile ratio P90/P50","0","Units",,,1.69,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1985","1985","P90P50","Interdecile ratio P90/P50","0","Units",,,1.65975975975976,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1986","1986","P90P50","Interdecile ratio P90/P50","0","Units",,,1.70084269662921,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1987","1987","P90P50","Interdecile ratio P90/P50","0","Units",,,1.69050131926121,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1988","1988","P90P50","Interdecile ratio P90/P50","0","Units",,,1.72481389578163,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1989","1989","P90P50","Interdecile ratio P90/P50","0","Units",,,1.70068807339449,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1990","1990","P90P50","Interdecile ratio P90/P50","0","Units",,,1.66077586206896,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1991","1991","P90P50","Interdecile ratio P90/P50","0","Units",,,1.70929752066115,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1992","1992","P90P50","Interdecile ratio P90/P50","0","Units",,,1.72295409181636,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1993","1993","P90P50","Interdecile ratio P90/P50","0","Units",,,1.71374045801526,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1994","1994","P90P50","Interdecile ratio P90/P50","0","Units",,,1.74815498154981,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1995","1995","P90P50","Interdecile ratio P90/P50","0","Units",,,1.76618705035971,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1997","1997","P90P50","Interdecile ratio P90/P50","0","Units",,,1.80666666666666,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1998","1998","P90P50","Interdecile ratio P90/P50","0","Units",,,1.81170731707317,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","1999","1999","P90P50","Interdecile ratio P90/P50","0","Units",,,1.84049079754601,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2000","2000","P90P50","Interdecile ratio P90/P50","0","Units",,,1.80259365994236,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2001","2001","P90P50","Interdecile ratio P90/P50","0","Units",,,1.88888888888888,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2002","2002","P90P50","Interdecile ratio P90/P50","0","Units",,,1.84,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2003","2003","P90P50","Interdecile ratio P90/P50","0","Units",,,1.87516254876462,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2004","2004","P90P50","Interdecile ratio P90/P50","0","Units",,,1.875,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2005","2005","P90P50","Interdecile ratio P90/P50","0","Units",,,1.85053380782918,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2006","2006","P90P50","Interdecile ratio P90/P50","0","Units",,,1.90111111111111,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2007","2007","P90P50","Interdecile ratio P90/P50","0","Units",,,1.93723404255319,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2008","2008","P90P50","Interdecile ratio P90/P50","0","Units",,,1.923,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2009","2009","P90P50","Interdecile ratio P90/P50","0","Units",,,2,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","Units",,,1.93333333333333,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","Units",,,1.98727272727272,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","Units",,,2,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","Units",,,2.01908065915004,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2014","2014","P90P50","Interdecile ratio P90/P50","0","Units",,,2.06416666666666,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.9543973941368,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.84670947030497,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.89486166007905,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2018","2018","P90P50","Interdecile ratio P90/P50","0","Units",,,1.8796992481203,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2019","2019","P90P50","Interdecile ratio P90/P50","0","Units",,,1.96803808228493,,
"AUS","Australia","MW","All persons","P9050","Decile 9/Decile 5","2020","2020","P90P50","Interdecile ratio P90/P50","0","Units",,,1.94803067042401,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2004","2004","IDX","Index","0","Units",,,15.1530881469905,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2005","2005","IDX","Index","0","Units",,,15.2759616418695,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2006","2006","IDX","Index","0","Units",,,15.789915057348,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2007","2007","IDX","Index","0","Units",,,16.1934824786558,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2008","2008","IDX","Index","0","Units",,,15.8655557860972,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2009","2009","IDX","Index","0","Units",,,16.0218084986964,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","Units",,,16.4701128031366,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","Units",,,16.0763005791486,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","Units",,,16.0727266833728,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","Units",,,15.8536380532999,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2014","2014","IDX","Index","0","Units",,,15.8869886861039,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2015","2015","IDX","Index","0","Units",,,15.8611061647495,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2016","2016","IDX","Index","0","Units",,,15.4306909837204,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2017","2017","IDX","Index","0","Units",,,15.1370649130179,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2018","2018","IDX","Index","0","Units",,,14.9266828183379,,
"AUT","Austria","MW","All persons","LPI","Low Pay Incidence","2019","2019","IDX","Index","0","Units",,,14.7446410862766,,
"AUT","Austria","MW","All persons","P5010","Decile 5/Decile 1","2004","2004","P50P10","Interdecile ratio P50/P10","0","Units",,,1.69674489919587,,
"AUT","Austria","MW","All persons","P5010","Decile 5/Decile 1","2005","2005","P50P10","Interdecile ratio P50/P10","0","Units",,,1.69970971043602,,
"AUT","Austria","MW","All persons","P5010","Decile 5/Decile 1","2006","2006","P50P10","Interdecile ratio P50/P10","0","Units",,,1.72285824088572,,
"AUT","Austria","MW","All persons","P5010","Decile 5/Decile 1","2007","2007","P50P10","Interdecile ratio P50/P10","0","Units",,,1.74730263860698,,
